sentence,id,processed_sentences,cluster_label
I think that would be a - I think that\'s a big - big deal,108761_0,big big deal,16
you thought it\'d be a  good  thing to do,108774_0,thought good thing,8
"Um, I - I think that -",108775_0,,0
" But I think the first responsibility is sort of to figure out if there\'s something  that, uh, an - an additional -",108776_1,responsibility sort figure uh additional,19
If we can think of something - some  piece  of this that\'s going to be -,108786_0,piece,0
"The very fact that it  is  sort of just work, and i- and it\'s running programs and so forth,",108787_0,fact sort work running programs,19
"is  exactly   why   it\'s possible that it - some piece of  could  be handed to someone to do, because it\'s not - ",108788_0,piece handed,0
" And we don\'t have to solve it right this s- second, but if we could think of some -",108789_1,solve,0
"some piece that\'s - that\'s well defined, that he could help with, he\'s expressing a will- willingness to do that",108790_0,piece defined expressing willingness,0
"And so, uh, if there\'s something that would - would save some time that someone else could do on some other piece, then we should think of that first",108806_0,uh save time piece,17
"See the thing with voiced-unvoiced-silence is I really think that - that it\'s - to do - to do a - a - a - a  poor  job is - is pretty quick, uh, or, you know, a so-so job",108807_0,thing voiced unvoiced silence poor job pretty quick uh job,65
" But I remember, in fact, when  you  were working on that, and you worked on for few months, as I recall, and you got to, say ninety-three percent, and",108811_1,remember fact working worked months recall percent,51
"Anyway, it\'s a  very  very interesting topic",108826_0,interesting topic,32
"I mean, one - I think one of the -",108827_0,,0
"a  lot  of people would say, and I think Dan would also, uh, that one of the things wrong with current speech recognition is that we - we really do throw away",108828_0,lot people dan uh things wrong current speech recognition throw,59
Like the fact that there  is  harmonic detail is - is real important,108833_0,fact harmonic real,0
So I think - Yeah,108837_0,yeah,3
"the other suggestion that just came up was, well what about having him  work on the, uh,  multilingual super f- superset  kind of thing",108838_0,suggestion work uh multilingual super superset kind thing,31
what would you think it would -,108841_0,,0
wh- what would this task consist of?,108842_0,wh task consist,47
I don\'t think so,108885_0,,0
"I think they\'ve not done it, uh, doing, uh, multiple language yet, but",108891_0,uh uh multiple language,7
"what they did is to training, uh, English nets with all the phonemes, and then training  it in  English nets with, uh, kind of seventeen, I think it was - seventeen, uh, broad classes",108892_0,training uh english nets phonemes training english nets uh kind seventeen seventeen uh broad classes,10
"Yeah, I think so",108896_0,yeah,3
 I think so,108898_1,,0
"Right? I mean, if - if in fact that is a better thing to do,  should we leverage that, rather than doing,  um, our own",108901_0,fact thing leverage,11
and do we think there\'s something  wrong  with that?,108908_0,wrong,0
"I think that there\'s something wrong or - Well, because -",108909_0,wrong,0
"Yeah, but you will ask the net to put one for th- th- the phoneme class and -",108919_0,yeah net phoneme class,3
"I think, uh, Larry was saying like obstruents are only confused with other obstruents, et cetera, et cetera",108928_0,uh larry obstruents confused obstruents cetera cetera,10
"But that\'s what I thought they were gonna - Did they  not  do that, or - ?",108935_0,thought,4
I don\'t think so,108936_0,,0
"Oh, um, we have gotten soft targets to - to work",108962_0,soft targets work,1
" So that - that\'ll work, yeah",108963_1,work yeah,3
" Eh, eh, what made me think about this is, I was talking with Hynek and he said that there was a guy at A_T_and_T who spent",108990_1,eh eh talking hynek guy spent,42
eighteen months working on a single feature,108991_0,eighteen months working single feature,2
He - he di- he didn\'t mention  that  part,108999_0,mention,0
" Well,  Hynek said that - that, I guess before they had him  work  on this, they had done some experiment where if they could get that one feature right,",109000_0,hynek guess work experiment feature,1
" So I was thinking, you know - it made me think about  this,  that if -",109004_1,thinking,6
"You, um - I think - I think apparently, the, uh -",109031_0,uh,10
" I mean, basically we\'re dealing with rever- reverberation,",109065_1,basically dealing rever reverberation,0
"and, um, when we deal with pure reverberation, the technique he\'s using works really, really well",109066_0,deal pure reverberation technique works,16
And actually it brought up a question which may be relevant to the Aurora stuff too,109076_0,brought question relevant aurora stuff,62
"Dave thought it was  twenty,  but",109095_0,dave thought,4
" So that\'s - that\'s a little different than Dave thought, I think",109120_1,dave thought,4
"So I wonder, is it -  @@  Was there - their experimentation",109122_0,experimentation,0
I t- I think I\'ve tried a hundred and it was,109134_0,,0
 I think I just tried it on SpeechDat-Car,109145_1,speechdat car,0
"Well, you\'d  think  that\'d be more like SpeechDat-Car, I guess, in terms of the noise",109151_0,speechdat car guess terms noise,0
" Well, maybe it\'s not a big deal",109159_1,big deal,16
"Anyway, that was just something we wondered about",109161_0,wondered,0
w- we were aware of but - but we thought it wasn\'t a bad thing,109177_0,aware thought bad thing,11
"So, those are - those are major components, I think,",109185_0,major components,0
"And, uh, so I think when - when he gets done with his prelim study I think  one of the next things we\'d want to do is to",109191_0,uh prelim study things,33
"Um, I think in about, um,",109195_0,,0
 I thought that -  One thing with the H_T_K is that is has the - as we\'re  using  - the configuration we\'re  using ,109220_0,thought thing configuration,11
"then in that case, um, the right thing to do is just do - u- use speaker adaptation",109237_0,case thing speaker adaptation,11
 But I think that that would,109239_1,,0
" uh, started working on the",109247_0,uh started working,2
"uh, they added me to the list -",109254_0,uh list,35
"uh, the mailing list",109255_0,uh mailing list,35
"uh, that they had to download",109259_0,uh download,10
You asked me to write to him and I think I forgot to ask him about that,109280_0,asked write forgot,23
"Or if I  did  ask him, he didn\'t reply",109282_0,reply,0
"Uh, I\'ll - I\'ll d- I\'ll double check that and ask him again",109283_0,uh double check,10
"Yeah, it\'s like that - that could r- turn out to be an important issue for us",109285_0,yeah turn issue,3
Maybe I\'ll send it to the list,109289_0,send list,35
explaining the recognizer,109293_0,explaining recognizer,0
"Yeah, I think they pi- p- yeah, they picked the values from -",109303_0,yeah yeah picked values,3
"Uh, p- the one that they have reported is a NIST evaluation, Wall Street Journal",109306_0,uh reported nist evaluation wall street journal,10
"But that has nothing to do with what we\'re  testing  on, right?",109307_0,testing,0
"uh - but it\'s still worth, I think, just - since - you know, just chatting with Joe about the issue",109322_0,uh worth chatting joe issue,10
